project_id,name,category,aliases,search_terms,developer,device,country,reporting_country,technology,in_scope,test_site_id,test_site_name_raw,location,capacity_kw,capacity_basis,lat,lon,location_basis,first_seen,last_seen,report_years,report_pages,obs_ids,report_years_basis,latest_status,source,pilot_project_id,primre_name,primre_link_basis,primre_status,primre_scale,primre_website,review_status,notes
P0359,"Orbital Marine Power at FORCE, Nova Scotia",annual reports,Euclaire Tidal / Orbital FORCE project | O2-X,O2-X | Euclaire | Orbital Marine Power,Orbital Marine Power,,Canada,United Kingdom,tidal stream,yes,force,FORCE (Fundy Ocean Research Centre for Energy),seabed and grid connection rights at the Fundy Ocean Research Centre for Energy (FORCE) in the Bay of Fundy,12500,Pilot (report),45.37,-64.43,test site,2025,2025,2025,2025:p225,OBS0552,Pilot observations (page + quoted evidence),consented,Pilot,PRJ0439,,,,,,unreviewed,
P0360,Proteus AR1100 in Japan,annual reports,AR1100,AR1100,Proteus Marine Renewables,,Japan,United Kingdom,tidal stream,yes,,,"Internationally, Proteus’ 1.1 MW AR1100 turbine became the first grid-certified tidal turbine deployed in Japan in 2025.",1100,Pilot (report),36.5748,139.2394,country,2025,2025,2025,2025:p226,OBS0553,Pilot observations (page + quoted evidence),grid_connected,Pilot,PRJ0440,,,,,,unreviewed,
P0361,"NH1 pilot array, Raz Blanchard",annual reports,AR3000 | Normandie Hydroliennes NH1 | Raz Blanchard project | NH1 | NH1 project | Normandie Hydroliennes pilot farm,NH1 | AR3000 | ~Raz Blanchard | Normandie Hydroliennes,Normandie Hydroliennes,Proteus AR3000,France,United Kingdom | European Commission | France,tidal stream,yes,,,the 12 MW NH1 pilot array at Raz Blanchard,12000,Pilot (report),49.7304,-2.0569,PRIMRE,2025,2025,2025,2025:p118; 2025:p126; 2025:p226,OBS0148; OBS0189; OBS0554,Pilot observations (page + quoted evidence),planned,Pilot; PRIMRE,PRJ0441 | PRJ0119 | PRJ0153,Normandie Hydroliennes NH1 Tidal Energy Project,reviewed 2026-09-24: match,Active,Full-scale,https://normandiehydroliennes.fr/en/le-projet-nh1/,unreviewed,reviewed 2026-09-24: merged P0099 (NH1); reviewed 2026-09-24: merged P0126 (NH1)
P0362,Cook Inlet tidal pilot project,annual reports,,~Cook Inlet,ORPC,,United States,United Kingdom,tidal stream,yes,,,"a 2 MW tidal pilot project in Cook Inlet, Alaska",2000,Pilot (report),58.9419,-153.1856,place,2025,2025,2025,2025:p226,OBS0555,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0442,,,,,,unreviewed,
P0363,Proteus / SBS / PLN Indonesia tidal development,annual reports,,~Proteus,Proteus Marine Renewables,,Indonesia,United Kingdom,tidal stream,yes,,,"working with SBS and PLN Indonesia Power on early-stage tidal energy development in Indonesia, where approvals were granted in 2025",,,-2.4834,117.8903,country,2025,2025,2025,2025:p226,OBS0556,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0443,,reviewed 2026-09-24: rejected 'SBS 1MW Pilot Project',,,,unreviewed,PRIMRE has three SBS Indonesia projects; report too vague to choose
P0364,Tidegen,annual reports,CGEN modular tidal generator | Tidegen,~CGEN | Tidegen,CGEN Engineering,,United Kingdom,United Kingdom,tidal stream,yes,meta,META,at METAs Warrior Way site,,,51.7,-5.05,test site,2025,2025,2025,2025:p214,OBS0557,Pilot observations (page + quoted evidence),installed,Pilot,PRJ0444,,,,,,unreviewed,
P0365,Porpoise Power tidal energy convertor trial at META,annual reports,,Porpoise Power,Porpoise Power,,United Kingdom,United Kingdom,tidal stream,yes,meta,META,"In 2025, META successfully completed three test programmes: Porpoise Power trialled their highly innovative tidal energy convertor which uses an oscillating hydrofoil inspired by a porpoise tail fin",,,51.7,-5.05,test site,2025,2025,2025,2025:p223,OBS0558,Pilot observations (page + quoted evidence),installed,Pilot,PRJ0445,,,,,,unreviewed,
P0366,Môr Neidr,annual reports,Môr Neidr | Sea Snake,Môr Neidr | Sea Snake,Checkmate Flexible Engineering,,United Kingdom,United Kingdom,wave,yes,,,"Separately, Innovate UK awarded £750k to Checkmate Flexible Engineering for its “Môr Neidr” (Welsh for Sea Snake) wave energy converter project.",,,54.7024,-3.2766,country,2025,2025,2025,2025:p214,OBS0559,Pilot observations (page + quoted evidence),design,Pilot,PRJ0446,,,,,,unreviewed,
P0367,CETO Wave Energy Ireland EuropeWave deployment at BiMEP,annual reports,EuropeWave Phase 3,EuropeWave,CETO Wave Energy Ireland,,Spain,United Kingdom,wave,yes,bimep,BiMEP,will deploy their devices at the Basque Country’s BiMEP test site,,,43.46,-2.88,test site,2025,2025,2025,2025:p217,OBS0560,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0447,,,,,,unreviewed,
P0368,IDOM EuropeWave deployment at BiMEP,annual reports,EuropeWave Phase 3,EuropeWave,IDOM Consulting Engineering,,Spain,United Kingdom,wave,yes,bimep,BiMEP,will deploy their devices at the Basque Country’s BiMEP test site,,,43.46,-2.88,test site,2025,2025,2025,2025:p217,OBS0561,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0448,,,,,,unreviewed,
P0369,M4 wave energy device,annual reports,M4,M4,,,Australia,United Kingdom,wave,yes,,,the semi-commercial M4 wave energy device in Western Australia,,,-25.2303,121.0187,region,2025,2025,2025,2025:p217,OBS0562,Pilot observations (page + quoted evidence),unknown,Pilot,PRJ0449,,,,,,unreviewed,
P0370,Fred. Olsen BOLT Lifesaver at WETS,annual reports,BOLT Lifesaver | Fred. Olsen,Fred. Olsen | BOLT Lifesaver,Fred. Olsen Autonomous Sea Power,,United States,United States,wave,yes,wets_us,WETS,"Fred. Olsen Autonomous Sea Power's wave energy converter, the BOLT Lifesaver, was installed at WETS on March 26, 2016.",,,21.47,-157.75,test site,2016,2016,2016,2016:p168,OBS0576,Pilot observations (page + quoted evidence),operational,Pilot,PRJ0463,,,,,,unreviewed,
P0371,Northwest Energy Innovations (NWEI) Azura at WETS,annual reports,Azura | Azura full scale | AZURA Wave | WET-NZ | Wave Energy Technology New Zealand,~NWEI | Azura | AZURA | WET-NZ | Wave Energy Technology New Zealand,Northwest Energy Innovations (NWEI),,United States,United States | New Zealand,wave,yes,wets_us,WETS,a half-scale device was tested with 98% availability for 19 months beginning in June 2015 at the 30 m berth at WETS ... demonstrate commercial viability at a deep water berth at U.S. Navy's WETS in Hawaii,,,21.47,-157.75,test site,2016,2016,2016,2016:p119; 2016:p169,OBS0330; OBS0577,Pilot observations (page + quoted evidence),grid_connected,Pilot,PRJ0464 | PRJ0267,,,,,,unreviewed,reviewed 2026-09-24: merged P0221 (Azura)
P0372,Ocean Energy OE Buoy at WETS,annual reports,"OE Buoy | Ocean Energy (OE) USA | Ocean Energy (OE) USA OE Buoy at WETS | Ocean Energy Buoy | Ocean Energy Buoy at WETS | OE-35 | Ocean Energy OE-35 deployment at WETS, Hawaii",OE-35 | OE Buoy | ~Ocean Energy USA | Ocean Energy Buoy | Ocean Energy (OE) USA,Ocean Energy (OE) USA,,United States,United States | Ireland,wave,yes,wets_us,WETS,Ocean Energy recently constructed a 500 kW Ocean Energy Buoy which was towed across the Pacific to the U.S. Navy's Wave Energy Test Site (WETS) in Hawaii in December 2019. The device is currently in port undergoing system preparation for its pending deployment.,500,Pilot (report),21.47,-157.75,test site,2016,2025,2016; 2020; 2025,2016:p169; 2020:p178; 2025:p135,OBS0578; OBS0593; OBS0231,Pilot observations (page + quoted evidence),installed,Pilot,PRJ0465 | PRJ0187,,,,,,unreviewed,"reviewed 2026-09-24: merged P0157 (Ocean Energy OE-35 deployment at WETS, Hawaii)"
P0373,Columbia Power Technologies StingRAY at WETS,annual reports,C-Power | CPwr | C·Power StingRAY H3 at WETS | StingRAY | StingRAY (version 3.2) | StingRAY H3 | WETS StingRAY,CPwr | C-Power | StingRAY,"Columbia Power Technologies, Inc. (CPwr)",,United States,United States,wave,yes,wets_us,WETS,"at the U.S. Navy's Wave Energy Test Site (WETS) in Hawaii, USA",,,21.47,-157.75,test site,2016,2020,2016; 2020,2016:p169; 2020:p178,OBS0579; OBS0592,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0466,,,,,,unreviewed,
P0374,"Verdant Power Kinetic Hydropower System (KHPS) TriFrame, East River (RITE)",annual reports,"Fifth Generation Kinetic Hydropower System | Fifth Generation Kinetic Hydropower System (Gen5 KHPS) | Gen5 KHPS | KHPS | Kinetic Hydropower System (KHPS) | TF | TriFrame | Verdant Power Gen5 KHPS, East River",~KHPS | ~RITE | TriFrame | Gen5 KHPS | ~Roosevelt Island | Kinetic Hydropower,Verdant Power,Kinetic Hydropower System (KHPS) Gen4,United States,United States,tidal stream,yes,,,"The system was recently deployed in the East River near New York City, NY in October 2020.",1050,PRIMRE,40.7621,-73.9516,PRIMRE,2016,2020,2016; 2020,2016:p169; 2020:p178,OBS0580; OBS0589,Pilot observations (page + quoted evidence),installed,Pilot; PRIMRE,PRJ0467,Roosevelt Island Tidal Energy (RITE) Pilot Project | Roosevelt Island Tidal Energy (RITE) Project Demonstration,auto (high confidence) | reviewed 2026-09-24: match,Inactive,Full-scale,https://verdantpower.com/rite/,unreviewed,
P0375,"ORPC RivGen Power System, Igiugig, Alaska",annual reports,"Igiugig Village Council and Ocean Renewable Power Company RivGen Power System | ORPC RivGen Power System, Igiugig | RivGen | RivGen Power System | RivGen® Power System | RivGen Power System at Igiugig",RivGen | RivGen® | ORPC RivGen | RivGen Power System | Igiugig Village Council,Ocean Renewable Power Company (ORPC),RivGen Power System,United States,United States | Canada,river current,yes,,,"Igiugig Village, Alaska, has partnered with Ocean Renewable Power Company (ORPC) to develop the RivGen Power System, a submerged cross-flow river current turbine system.",35,Pilot (report),59.3172,-155.9479,PRIMRE,2016,2020,2016; 2020,2016:p170; 2020:p67; 2020:p178,OBS0581; OBS0055; OBS0588,Pilot observations (page + quoted evidence),operational,Pilot; PRIMRE,PRJ0468 | PRJ0047,Igiugig Alaska Phase 1 | Igiugig Alaska Phase 2 | Igiugig Alaska Phase 3,reviewed 2026-09-24: phase of this project,Active,Full-scale,https://orpc.co/rivgen-power-system-integrated-microgrid-solutions-2/,unreviewed,reviewed 2026-09-24: merged P0040 (RivGen Power System at Igiugig)
P0376,Resolute Marine Energy Oscillating Wave Surge Converter at Camp Rilea,annual reports,Oscillating Wave Surge Converter (OWSC) | RME OWSC | Resolute Marine Energy,~OWSC | Oscillating Wave Surge | Resolute Marine Energy,Resolute Marine Energy (RME),,United States,United States,wave,yes,,,"RME will then deploy a full-scale system at Camp Rilea, Oregon, for approximately one year of ocean trials.",,,46.1227,-123.9266,place,2016,2016,2016,2016:p170,OBS0582,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0469,,,,,,unreviewed,
P0377,CalWave submerged pressure differential WEC off San Diego,annual reports,CalWave,CalWave,CalWave,CalWave Technologies xWave,United States,United States,wave,yes,,,"off the coast of San Diego, California near Scripps Institute of Oceanography",1,PRIMRE,32.8672,-117.2616,PRIMRE,2020,2020,2020,2020:p178,OBS0590,Pilot observations (page + quoted evidence),planned,Pilot; PRIMRE,PRJ0472,CalWave Scripps X1 Pilot,reviewed 2026-09-24: match,Inactive,Full-scale,https://calwave.energy/calwave-successfully-concludes-historic-wave-energy-pilot-in-california/,unreviewed,
P0378,C-Power SeaRAY at WETS,annual reports,C·Power | SeaRAY,SeaRAY | C·Power,C-Power,,United States,United States,wave,yes,wets_us,WETS,"at the U.S. Navy's Wave Energy Test Site (WETS) in Hawaii, USA",1,Pilot (report),21.47,-157.75,test site,2020,2020,2020,2020:p178,OBS0591,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0473,,,,,,unreviewed,
P0379,Oscilla Power Triton-C at WETS,annual reports,Triton | Triton-C,Triton-C,Oscilla Power,,United States,United States,wave,yes,wets_us,WETS,scheduled for a year-long test commencing in Spring 2021 at WETS in Hawaii,100,Pilot (report),21.47,-157.75,test site,2020,2020,2020,2020:p178,OBS0594,Pilot observations (page + quoted evidence),fabrication,Pilot,PRJ0474,,,,,,unreviewed,
P0380,3MW Lanzarote Wave Park,PRIMRE,,3MW Lanzarote,Enzen Global Limited,Bombora Bottom Fixed mWave,Spain,,wave,yes,,,"La Santa, Lanzarote, Canary Islands",3000,PRIMRE,29.0988,-13.6847,PRIMRE,,,,,,,,PRIMRE,,3MW Lanzarote Wave Park,PRIMRE record,Active,Full-scale,https://bomborawave.com/latest-news/project/3mw-lanzarote-wave-park/,PRIMRE only: not named in the reports,
P0381,APL WEC-UUV System (TigerRay and BlueROV2),PRIMRE,,APL WEC-UUV | ~C-Power SeaRAY,UW Applied Physics Laboratory,C-Power SeaRAY,United States,,wave,yes,pmec_lake_washington,,"Lake Washington, Washington",2,PRIMRE,47.63,-122.26,test site,,,,,,,,PRIMRE,,APL WEC-UUV System (TigerRay and BlueROV2),PRIMRE record,Inactive,Full-scale,https://cpower.co/first-c-power-ocean-eneregy-system-in-action/,PRIMRE only: not named in the reports,
P0382,Admiralty Inlet,annual reports,,~Open Centre | Admiralty Inlet | ~Open Centre Turbine,Snohomish County PUD No 1,Open Centre Turbine,United States,,tidal,yes,,,Puget Sound - Admiralty Inlet,1000,PRIMRE,48.0625,-122.6531,PRIMRE,2008,2013,2008; 2009; 2010; 2011; 2012; 2013,,,name search for 'Admiralty Inlet' (unverified),,PRIMRE,,Admiralty Inlet,PRIMRE record,Inactive,Sub-scale,https://www.snopud.com/community-environment/our-energy-future/projects/research/tidal-energy/tidal-project-overview/,reviewed 2026-09-24: PRIMRE project named in the reports as 'Admiralty Inlet' (2008-2013); not in the Pilot years,
P0383,Afsluitdijk T-1 Demonstration,PRIMRE,,Afsluitdijk T-1 | ~Tocardo International T1,Tocardo International BV,Tocardo International T1 Turbine,Netherlands,,tidal,yes,,,Afsluitdijk Sluice,300,PRIMRE,53.0155,5.2029,PRIMRE,,,,,,,,PRIMRE,,Afsluitdijk T-1 Demonstration,PRIMRE record,Inactive,Full-scale,https://www.tocardo.com/contract-t-1-turbines-news-subhub/,PRIMRE only: not named in the reports,test site link to redstack removed: matched on a shared place word only
P0384,Afsluitdijk T-1 Test,PRIMRE,,Afsluitdijk T-1 | Afsluitdijk T-1 Test,Tocardo International BV,Tocardo International T1 Turbine,Netherlands,,tidal,yes,,,Afsluitdijk Sluice,100,PRIMRE,52.9684,5.1083,PRIMRE,,,,,,,,PRIMRE,,Afsluitdijk T-1 Test,PRIMRE record,Inactive,Full-scale,https://www.tocardo.com/about/history/,PRIMRE only: not named in the reports,test site link to redstack removed: matched on a shared place word only
P0385,Agulhas Current HAE,PRIMRE,,~HAE Oceanus | Agulhas Current HAE,Hydro Alternative Energy Inc,HAE Oceanus,South Africa,,ocean current,yes,,,"Agulhas Current, eThekwini Municipality",1000,PRIMRE,-29.7828,31.0827,PRIMRE,,,,,,,,PRIMRE,,Agulhas Current HAE,PRIMRE record,Inactive,Full-scale,http://haeturbines.com/current/,PRIMRE only: not named in the reports,
P0386,Albany Wave Energy Project AWEP,PRIMRE,,~Carnegie Clean Energy CETO | ~Carnegie Clean Energy CETO 6,Carnegie Clean Energy,Carnegie Clean Energy CETO 6,Australia,,wave,yes,,,"Indian Ocean, Albany",1500,PRIMRE,-35.0933,117.8026,PRIMRE,,,,,,,,PRIMRE,,Albany Wave Energy Project AWEP,PRIMRE record,Inactive,Full-scale,https://arena.gov.au/projects/carnegie-ceto-6-technology/,PRIMRE only: not named in the reports,
P0387,AltaSea Eco Wave Power,PRIMRE,,AltaSea Eco,Eco Wave Power,Eco Wave Power Wave Clapper,United States,,wave,yes,,,Port of Los Angeles,100,PRIMRE,33.7038,-118.2092,PRIMRE,,,,,,,,PRIMRE,,AltaSea Eco Wave Power,PRIMRE record,Active,Full-scale,https://www.ecowavepower.com/eco-wave-powers-innovative-wave-energy-pilot-is-on-way-to-altasea-at-the-port-of-los-angeles/,PRIMRE only: not named in the reports,
P0388,American Tidal Energy Project ATEP,PRIMRE,,~TidGen,Ocean Renewable Power Company,TidGen Power System | Proteus AR3000,United States,,tidal,yes,,,"East Foreland, Cook Inlet, Alaska",5000,PRIMRE,60.7202,-151.3968,PRIMRE,,,,,,,,PRIMRE,,American Tidal Energy Project ATEP,PRIMRE record,Active,Full-scale,https://americantidalenergy.com/,PRIMRE only: not named in the reports,
P0389,AquaGen BioRock Deployment for Gili Trawangan,PRIMRE,,AquaGen BioRock,Aquagen Blue,Minnow,Indonesia,,tidal,yes,,,"Bali Sea, Gili Trawangan, Indonesia",0.1,PRIMRE,-8.3510,116.0346,PRIMRE,,,,,,,,PRIMRE,,AquaGen BioRock Deployment for Gili Trawangan,PRIMRE record,Active,Full-scale,https://www.dynorotor.com/coralreefs,PRIMRE only: not named in the reports,
P0390,Argyll Tidal Demonstrator Project,PRIMRE,,Argyll | ~Nautricity CoRMaT,Argyll Tidal Limited,Nautricity CoRMaT,United Kingdom,,tidal,yes,,,"Mull of Kintyre, Argyll and Bute, Scotland",500,PRIMRE,55.3086,-5.8485,PRIMRE,,,,,,,,PRIMRE,,Argyll Tidal Demonstrator Project,PRIMRE record,Inactive,Full-scale,https://tethys.pnnl.gov/sites/default/files/publications/Nautricity-EA-2013.pdf,PRIMRE only: not named in the reports,"its device 'Nautricity CoRMaT' is named in the reports (2014-2014), perhaps for another deployment"
P0391,BD102X in The Qiongzhou Strait,PRIMRE,,BD102X,Guangzhou Institute of Energy Conversion,BD102X,China,,wave,yes,,,Qiongzhou Strait,0.1,PRIMRE,20.1599,110.2817,PRIMRE,,,,,,,,PRIMRE,,BD102X in The Qiongzhou Strait,PRIMRE record,Inactive,Full-scale,,PRIMRE only: not named in the reports,
P0392,Baishakou Tidal Barrage Power Station,PRIMRE,,Baishakou Tidal Barrage,Rushan Water Conservancy Survey and Design Institute,,China,,tidal,yes,,,"Yellow Sea Baishakou, Shandong",960,PRIMRE,36.8089,121.6315,PRIMRE,,,,,,,,PRIMRE,,Baishakou Tidal Barrage Power Station,PRIMRE record,Inactive,Full-scale,https://baijiahao.baidu.com/s?id=1791313254709508548,PRIMRE only: not named in the reports,
P0393,Barbados Wave Energy Farm,PRIMRE,,~Wello Oy Penguin,Wello Oy,Wello Oy Penguin,Barbados,,wave,yes,,,Consett Bay,5000,PRIMRE,13.1804,-59.4671,PRIMRE,,,,,,,,PRIMRE,,Barbados Wave Energy Farm,PRIMRE record,Inactive,Full-scale,https://www.maritimeeconomy.com/post-details.php?post_id=aGdobg==&post_name=Wello_and_BIDC_sign_commercial_agreement__for_deployment_of_a_5_MW_wave_energy_farm_in_Barbados&segment_name=Ocean__Offshore_Energy,PRIMRE only: not named in the reports,"its device 'Wello Oy Penguin' is named in the reports (2011-2018), perhaps for another deployment"
P0394,Bardsey Sound Tidal Array,annual reports,,~Nova M100 | Bardsey Sound,Nova Innovation Ltd,Nova M100,United Kingdom,,tidal,yes,,,"Bardsey Sound, Irish Sea",500,PRIMRE,52.7805,-4.7657,PRIMRE,2017,2017,2017,,,name search for 'Bardsey Sound' (unverified),,PRIMRE,,Bardsey Sound Tidal Array,PRIMRE record,Inactive,Full-scale,https://www.marineenergywales.co.uk/u-k-news/nova-innovation-mothball-enlli-tidal-project/,reviewed 2026-09-24: PRIMRE project named in the reports as 'Bardsey Sound' (2017-2017); not in the Pilot years,
